bookID,title,authors,average_rating,language_code,  num_pages,publisher,Imp_Features,bookID_idx
30390,Above and Beyond,Erin St. Claire/Sandra Brown,3.73,eng,240,Mira Books,Above and Beyond Erin St. Claire/Sandra Brown Mira Books,6843
30391,Fanta C (Mason Sisters  #1),Sandra Brown,3.62,eng,256,Fanfare,Fanta C (Mason Sisters  #1) Sandra Brown Fanfare,6844
30392,Relentless Desire,Sandra Brown,3.63,eng,183,Jove Books,Relentless Desire Sandra Brown Jove Books,6845
30394,Sunny Chandler's Return,Sandra Brown,3.59,eng,256,Bantam,Sunny Chandler's Return Sandra Brown Bantam,6846
30397,Sandra Brown: Three Complete Novels (Best Kept Secrets  Mirror Image  and Slow Heat in Heaven),Sandra Brown,4.21,eng,784,Wings,Sandra Brown: Three Complete Novels (Best Kept Secrets  Mirror Image  and Slow Heat in Heaven) Sandra Brown Wings,6847
30398,The Devil's Own (Hellraiser #2),Erin St. Claire/Sandra Brown,3.78,en-US,240,MIRA,The Devil's Own (Hellraiser #2) Erin St. Claire/Sandra Brown MIRA,6848
30399,The Switch,Sandra Brown,3.92,eng,576,Piatkus Books,The Switch Sandra Brown Piatkus Books,6849
30403,Play Dirty,Sandra Brown,3.92,eng,404,Simon & Schuster,Play Dirty Sandra Brown Simon & Schuster,6850
30411,Texas! Trilogy,Sandra Brown,4.29,eng,600,Doubleday Books,Texas! Trilogy Sandra Brown Doubleday Books,6851
30415,Tempest in Eden,Sandra Brown,3.48,eng,229,Warner Books (NY),Tempest in Eden Sandra Brown Warner Books (NY),6852
30417,The Killing of Monday Brown,Sandra West Prowell,3.45,eng,320,Bantam,The Killing of Monday Brown Sandra West Prowell Bantam,6853
30429,Fanta C (Loveswept   #217),Sandra Brown,3.62,eng,192,Loveswept,Fanta C (Loveswept   #217) Sandra Brown Loveswept,6854
30458,Yesterday  I Cried,Iyanla Vanzant,4.23,en-US,304,Atria Books,Yesterday  I Cried Iyanla Vanzant Atria Books,6855
30474,The Communist Manifesto,Karl Marx/Friedrich Engels/Gareth Stedman Jones,3.55,eng,288,Penguin Classics,The Communist Manifesto Karl Marx/Friedrich Engels/Gareth Stedman Jones Penguin Classics,6856
30475,The Communist Manifesto and Other Revolutionary Writings: Marx  Marat  Paine  Mao  Gandhi  and Others,Bob Blaisdell/Karl Marx/Jean-Paul Marat/Tom Paine/Mao Zedong/Mahatma Gandhi,3.85,eng,284,Dover Publications,The Communist Manifesto and Other Revolutionary Writings: Marx  Marat  Paine  Mao  Gandhi  and Others Bob Blaisdell/Karl Marx/Jean-Paul Marat/Tom Paine/Mao Zedong/Mahatma Gandhi Dover Publications,6857
30476,The Communist Manifesto with Related Documents,Karl Marx/Friedrich Engels/John E. Toews,3.55,en-US,184,Bedford/St. Martin's,The Communist Manifesto with Related Documents Karl Marx/Friedrich Engels/John E. Toews Bedford/St. Martin's,6858
30482,The Communist Manifesto and Other Writings,Karl Marx/Friedrich Engels/Martin Puchner,3.65,eng,224,Barnes  Noble Classics,The Communist Manifesto and Other Writings Karl Marx/Friedrich Engels/Martin Puchner Barnes  Noble Classics,6859
30491,The Communist Manifesto (Great Ideas),Karl Marx/Gareth Stedman Jones/Friedrich Engels,3.55,en-US,128,Penguin,The Communist Manifesto (Great Ideas) Karl Marx/Gareth Stedman Jones/Friedrich Engels Penguin,6860
30510,Paula Spencer,Roddy Doyle,3.78,en-US,281,Viking Books,Paula Spencer Roddy Doyle Viking Books,6861
30512,Paddy Clarke Ha Ha Ha,Roddy Doyle,3.76,eng,307,Editions 10/18,Paddy Clarke Ha Ha Ha Roddy Doyle Editions 10/18,6862
30515,Introducing Sartre (Introducing... S.),Philip Thody/Howard Read,3.58,eng,176,Icon Books,Introducing Sartre (Introducing... S.) Philip Thody/Howard Read Icon Books,6863
30517,Colonialism and Neocolonialism,Jean-Paul Sartre/Azzedine Haddour,3.79,eng,252,Routledge Classics,Colonialism and Neocolonialism Jean-Paul Sartre/Azzedine Haddour Routledge Classics,6864
30518,Tête-à-Tête: Simone de Beauvoir and Jean-Paul Sartre,Hazel Rowley,4.11,eng,432,Harper,Tête-à-Tête: Simone de Beauvoir and Jean-Paul Sartre Hazel Rowley Harper,6865
30523,Jean-Paul Sartre: (The Giants of Philosophy),John  Compton/Charlton Heston,3.86,eng,3,Knowledge Products,Jean-Paul Sartre: (The Giants of Philosophy) John  Compton/Charlton Heston Knowledge Products,6866
30528,Observations on the Feeling of the Beautiful and Sublime,Immanuel Kant/John T. Goldthwait,3.64,eng,124,University of California Press,Observations on the Feeling of the Beautiful and Sublime Immanuel Kant/John T. Goldthwait University of California Press,6867
30529,A Philosophical Enquiry into the Origin of our Ideas of the Sublime and Beautiful,Edmund Burke/Adam Phillips,3.76,eng,208,Oxford University Press,A Philosophical Enquiry into the Origin of our Ideas of the Sublime and Beautiful Edmund Burke/Adam Phillips Oxford University Press,6868
30535,American Sublime: Poems,Elizabeth Alexander,3.8,eng,96,Graywolf Press,American Sublime: Poems Elizabeth Alexander Graywolf Press,6869
30536,Beauty and the Contemporary Sublime,Jeremy Gilbert-Rolfe,3.56,eng,180,Allworth,Beauty and the Contemporary Sublime Jeremy Gilbert-Rolfe Allworth,6870
30537,Cigarettes Are Sublime,Richard Klein,3.81,en-US,232,Duke University Press Books,Cigarettes Are Sublime Richard Klein Duke University Press Books,6871
30542,The Art of the Ridiculous Sublime: On David Lynch's Lost Highway,Slavoj Žižek/Marek Wieczorek,3.72,eng,56,University of Washington Press,The Art of the Ridiculous Sublime: On David Lynch's Lost Highway Slavoj Žižek/Marek Wieczorek University of Washington Press,6872
30551,Why Orwell Matters,Christopher Hitchens,3.93,eng,211,Basic Books,Why Orwell Matters Christopher Hitchens Basic Books,6873
30557,Shooting an Elephant,George Orwell,4.12,eng,368,Penguin,Shooting an Elephant George Orwell Penguin,6874
30561,Ape and Essence,Aldous Huxley,3.76,eng,222,Ivan R. Dee Publisher,Ape and Essence Aldous Huxley Ivan R. Dee Publisher,6875
30567,The Mottled Lizard,Elspeth Huxley,4.01,eng,334,Penguin Books,The Mottled Lizard Elspeth Huxley Penguin Books,6876
30569,Complete Essays 4  1936-38,Aldous Huxley/Robert S. Baker/James Sexton,4.29,en-US,416,Ivan R. Dee,Complete Essays 4  1936-38 Aldous Huxley/Robert S. Baker/James Sexton Ivan R. Dee,6877
30574,Plato in 90 Minutes,Paul Strathern,3.23,eng,89,Ivan R. Dee Publisher,Plato in 90 Minutes Paul Strathern Ivan R. Dee Publisher,6878
30580,Cancer Ward,Aleksandr Solzhenitsyn/Nicholas Bethell/David Burg,4.21,eng,536,Modern Library,Cancer Ward Aleksandr Solzhenitsyn/Nicholas Bethell/David Burg Modern Library,6879
30585,Despair,Vladimir Nabokov,3.92,eng,163,Penguin Classics,Despair Vladimir Nabokov Penguin Classics,6880
30586,Cliffs of Despair: A Journey to Suicide's Edge,Tom Hunt,3.73,en-US,256,Random House,Cliffs of Despair: A Journey to Suicide's Edge Tom Hunt Random House,6881
30587,Inconceivable: A Woman's Triumph Over Despair and Statistics,Julia Indichova/Christiane Northrup,3.83,eng,224,Harmony,Inconceivable: A Woman's Triumph Over Despair and Statistics Julia Indichova/Christiane Northrup Harmony,6882
30590,Diary of a Man in Despair,Friedrich Reck-Malleczewen/Paul Rubens/Richard J. Evans,4.24,eng,264,New York Review of Books,Diary of a Man in Despair Friedrich Reck-Malleczewen/Paul Rubens/Richard J. Evans New York Review of Books,6883
30591,Winston S. Churchill  Volume VIII: 'Never Despair ' 1945-1965,Martin  Gilbert,4.25,eng,1438,Houghton Mifflin,Winston S. Churchill  Volume VIII: 'Never Despair ' 1945-1965 Martin  Gilbert Houghton Mifflin,6884
30593,Pnin,Vladimir Nabokov/David Lodge,3.9,eng,143,Everyman's Library,Pnin Vladimir Nabokov/David Lodge Everyman's Library,6885
30597,The Hunchback of Notre-Dame,Victor Hugo/Walter J. Cobb,4,eng,510,Signet Classics,The Hunchback of Notre-Dame Victor Hugo/Walter J. Cobb Signet Classics,6886
30602,The Art of the Hunchback of Notre Dame,Stephen Rebello/Walt Disney Company,4.44,eng,192,Disney Editions,The Art of the Hunchback of Notre Dame Stephen Rebello/Walt Disney Company Disney Editions,6887
30606,Art and Culture: Critical Essays,Clement Greenberg/Janice Horne,3.9,eng,288,Beacon Press,Art and Culture: Critical Essays Clement Greenberg/Janice Horne Beacon Press,6888
30616,Readings for Meditation and Reflection,C.S. Lewis/Walter Hooper,4.32,eng,176,HarperOne,Readings for Meditation and Reflection C.S. Lewis/Walter Hooper HarperOne,6889
30621,C.S. Lewis and the Catholic Church,Joseph Pearce,3.88,eng,175,Ignatius Press,C.S. Lewis and the Catholic Church Joseph Pearce Ignatius Press,6890
30622,The Collected Letters of C.S. Lewis  Volume 1: Family Letters  1905-1931,C.S. Lewis/Walter Hooper,4.36,eng,1072,HarperOne,The Collected Letters of C.S. Lewis  Volume 1: Family Letters  1905-1931 C.S. Lewis/Walter Hooper HarperOne,6891
30626,Letters to Children,C.S. Lewis/Lyle Wesley Dorsett/Marjorie Lamp Mead/Douglas Gresham,4.19,eng,128,B&H Publishing Group,Letters to Children C.S. Lewis/Lyle Wesley Dorsett/Marjorie Lamp Mead/Douglas Gresham B&H Publishing Group,6892
30633,The Four Loves,C.S. Lewis,4.14,en-US,170,HarperCollins Publishers Ltd,The Four Loves C.S. Lewis HarperCollins Publishers Ltd,6893
30634,What Christians Believe,C.S. Lewis,4.24,en-US,98,HarperOne,What Christians Believe C.S. Lewis HarperOne,6894
30635,C. S. Lewis: Life  Works  and Legacy,Bruce L. Edwards/Diana Pavlac Glyer,4.43,eng,1416,Praeger,C. S. Lewis: Life  Works  and Legacy Bruce L. Edwards/Diana Pavlac Glyer Praeger,6895
30639,Mere Christianity: Abolition of Man (Bonus Feature),C.S. Lewis/Geoffrey Howard/Robert Whitefield/Robert Whitfield,4.32,eng,6,Blackstone Audiobooks,Mere Christianity: Abolition of Man (Bonus Feature) C.S. Lewis/Geoffrey Howard/Robert Whitefield/Robert Whitfield Blackstone Audiobooks,6896
30645,The Art of Listening,Erich Fromm/Rainer Funk,4.12,en-US,204,Bloomsbury Academic,The Art of Listening Erich Fromm/Rainer Funk Bloomsbury Academic,6897
30646,Beyond the Chains of Illusion: My Encounter with Marx and Freud,Erich Fromm/Rainer Funk,4.07,eng,152,Bloomsbury / Continuum,Beyond the Chains of Illusion: My Encounter with Marx and Freud Erich Fromm/Rainer Funk Bloomsbury / Continuum,6898
30651,The Art of Loving by Erich Fromm: A True Story of a Japanese Woman,Lala Okamoto,1.67,eng,227,Intercultural Publishing,The Art of Loving by Erich Fromm: A True Story of a Japanese Woman Lala Okamoto Intercultural Publishing,6899
30652,Marx's Concept of Man,Erich Fromm/T.B. Bottomore,4.02,en-US,224,Bloomsbury Academic,Marx's Concept of Man Erich Fromm/T.B. Bottomore Bloomsbury Academic,6900
30658,Meditations on First Philosophy,René Descartes/Donald A. Cress,3.71,eng,59,Hackett Publishing Company  Inc.,Meditations on First Philosophy René Descartes/Donald A. Cress Hackett Publishing Company  Inc.,6901
30659,Meditations,Marcus Aurelius/Martin Hammond/Albert Wittstock/Diskin Clay,4.23,eng,303,Penguin Books,Meditations Marcus Aurelius/Martin Hammond/Albert Wittstock/Diskin Clay Penguin Books,6902
30671,The Sleepwalkers: A History of Man's Changing Vision of the Universe,Arthur Koestler/Herbert Butterfield,4.25,en-US,624,Arkana/Penguin,The Sleepwalkers: A History of Man's Changing Vision of the Universe Arthur Koestler/Herbert Butterfield Arkana/Penguin,6903
30673,Darkness at Noon,Arthur Koestler/Daphne Hardy,4.04,eng,273,Scribner,Darkness at Noon Arthur Koestler/Daphne Hardy Scribner,6904
30675,The Thirteenth Tribe,Arthur Koestler,3.93,eng,224,Picador,The Thirteenth Tribe Arthur Koestler Picador,6905
30676,The Act of Creation,Arthur Koestler,4.26,en-US,752,Arkana/Penguin,The Act of Creation Arthur Koestler Arkana/Penguin,6906
30677,The Ghost in the Machine,Arthur Koestler,4,eng,400,Arkana,The Ghost in the Machine Arthur Koestler Arkana,6907
30679,The Invisible Writing,Arthur Koestler,4.31,eng,544,Vintage Classics,The Invisible Writing Arthur Koestler Vintage Classics,6908
30680,Up in the Air,Walter Kirn,2.86,eng,320,Anchor,Up in the Air Walter Kirn Anchor,6909
30681,Thumbsucker,Walter Kirn,3.44,eng,300,Broadway Books,Thumbsucker Walter Kirn Broadway Books,6910
30697,Crazy Lady!,Jane Leslie Conly,3.64,eng,192,HarperCollins,Crazy Lady! Jane Leslie Conly HarperCollins,6911
30702,Be the Person You Want to Find: Relationship and Self-Discovery,Cheri Huber/June Shiver,4.25,eng,228,Keep It Simple Books,Be the Person You Want to Find: Relationship and Self-Discovery Cheri Huber/June Shiver Keep It Simple Books,6912
30705,Making a Change for Good: A Guide to Compassionate Self-Discipline,Cheri Huber,3.93,eng,128,Shambhala,Making a Change for Good: A Guide to Compassionate Self-Discipline Cheri Huber Shambhala,6913
30712,The Total Library: Non-Fiction 1922-1986,Jorge Luis Borges/Suzanne Jill Levine/Esther Allen,4.52,eng,560,Penguin Books Ltd,The Total Library: Non-Fiction 1922-1986 Jorge Luis Borges/Suzanne Jill Levine/Esther Allen Penguin Books Ltd,6914
30713,Ficciones,Jorge Luis Borges/John Sturrock/Anthony Kerringan,4.45,eng,192,Everyman's Library,Ficciones Jorge Luis Borges/John Sturrock/Anthony Kerringan Everyman's Library,6915
30733,Montaigne: Essays,Michel de Montaigne/J.M. Cohen,4.16,eng,416,Penguin Books,Montaigne: Essays Michel de Montaigne/J.M. Cohen Penguin Books,6916
30735,The Complete Essays,Michel de Montaigne/M.A. Screech,4.24,eng,1344,Penguin Classics,The Complete Essays Michel de Montaigne/M.A. Screech Penguin Classics,6917
30739,On Friendship,Michel de Montaigne/M.A. Screech,3.73,eng,128,Penguin Books,On Friendship Michel de Montaigne/M.A. Screech Penguin Books,6918
30743,To America with Love: Letters from the Underground,Abbie Hoffman/Anita Hoffman,3.96,eng,224,Red Hen Pr,To America with Love: Letters from the Underground Abbie Hoffman/Anita Hoffman Red Hen Pr,6919
30755,The Stories (So Far),Deborah Eisenberg,4,eng,496,Farrar  Straus and Giroux,The Stories (So Far) Deborah Eisenberg Farrar  Straus and Giroux,6920
30771,Hellsing  Vol. 03 (Hellsing  #3),Kohta Hirano,4.37,en-US,164,Dark Horse Manga,Hellsing  Vol. 03 (Hellsing  #3) Kohta Hirano Dark Horse Manga,6921
30774,Hellsing  Vol. 04 (Hellsing  #4),Kohta Hirano,4.28,eng,208,Dark Horse Manga,Hellsing  Vol. 04 (Hellsing  #4) Kohta Hirano Dark Horse Manga,6922
30810,Reefer Madness: Sex  Drugs  and Cheap Labor in the American Black Market,Eric Schlosser,3.78,eng,352,Mariner Books,Reefer Madness: Sex  Drugs  and Cheap Labor in the American Black Market Eric Schlosser Mariner Books,6923
30811,Feeding the Future: From Fat to Famine  How to Solve the World's Food Crises,Andrew Heintzman/Evan Solomon/Eric Schlosser,3.48,eng,336,House of Anansi Press,Feeding the Future: From Fat to Famine  How to Solve the World's Food Crises Andrew Heintzman/Evan Solomon/Eric Schlosser House of Anansi Press,6924
30812,Chew on This: Everything You Don't Want to Know About Fast Food,Eric Schlosser/Charles   Wilson,3.76,eng,259,Houghton Mifflin,Chew on This: Everything You Don't Want to Know About Fast Food Eric Schlosser/Charles   Wilson Houghton Mifflin,6925
30816,Shaken (Left Behind: The Kids  #23-25),Jerry B. Jenkins/Tim LaHaye/Chris Fabry,4.32,eng,384,Tyndale House Publishers,Shaken (Left Behind: The Kids  #23-25) Jerry B. Jenkins/Tim LaHaye/Chris Fabry Tyndale House Publishers,6926
30820,Kingdom Come: The Final Victory (Left Behind  #13),Tim LaHaye/Jerry B. Jenkins,3.98,eng,356,Tyndale House Publishers,Kingdom Come: The Final Victory (Left Behind  #13) Tim LaHaye/Jerry B. Jenkins Tyndale House Publishers,6927
30821,John's Story: The Last Eyewitness (The Jesus Chronicles  #1),Tim LaHaye/Jerry B. Jenkins,3.94,eng,310,Putnam Adult,John's Story: The Last Eyewitness (The Jesus Chronicles  #1) Tim LaHaye/Jerry B. Jenkins Putnam Adult,6928
30822,Silenced: The Wrath of God Descends (Underground Zealot  #2),Jerry B. Jenkins,4.24,eng,368,Tyndale House Publishers,Silenced: The Wrath of God Descends (Underground Zealot  #2) Jerry B. Jenkins Tyndale House Publishers,6929
30836,Restless Till We Rest in You: 60 Reflections from the Writings of St. Augustine (Saints Speak Today),Augustine of Hippo,4.67,eng,158,Servant Publications,Restless Till We Rest in You: 60 Reflections from the Writings of St. Augustine (Saints Speak Today) Augustine of Hippo Servant Publications,6930
30851,A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,Anonymous/Philip Boehm/Hans Magnus Enzensberger,4.33,eng,261,Picador,A Woman in Berlin: Eight Weeks in the Conquered City: A Diary Anonymous/Philip Boehm/Hans Magnus Enzensberger Picador,6931
30852,The Woman Warrior,Maxine Hong Kingston,3.73,eng,204,Vintage Books USA,The Woman Warrior Maxine Hong Kingston Vintage Books USA,6932
30855,A Woman in Jerusalem,A.B. Yehoshua/Hillel Halkin,3.43,en-US,256,Houghton Mifflin Harcourt,A Woman in Jerusalem A.B. Yehoshua/Hillel Halkin Houghton Mifflin Harcourt,6933
30856,The Kept Woman,Susan Donovan,3.81,eng,384,St. Martin's Paperbacks,The Kept Woman Susan Donovan St. Martin's Paperbacks,6934
30859,My Woman His Wife,Anna J.,4.38,en-US,260,Urban Books,My Woman His Wife Anna J. Urban Books,6935
30861,Woman Hollering Creek and Other Stories,Sandra Cisneros,4.04,eng,192,Vintage,Woman Hollering Creek and Other Stories Sandra Cisneros Vintage,6936
30868,The Bean Trees (Greer Family  #1),Barbara Kingsolver,3.97,eng,232,Perfection Learning,The Bean Trees (Greer Family  #1) Barbara Kingsolver Perfection Learning,6937
30889,The Crazyladies of Pearl Street,Trevanian,3.77,eng,384,Broadway Books,The Crazyladies of Pearl Street Trevanian Broadway Books,6938
30891,The Summer of Katya,Trevanian,3.99,eng,288,Broadway Books,The Summer of Katya Trevanian Broadway Books,6939
30892,The Main,Trevanian,3.86,eng,352,Broadway Books,The Main Trevanian Broadway Books,6940
30893,The Eiger Sanction (Jonathan Hemlock  #1),Trevanian,4.06,eng,336,Broadway Books,The Eiger Sanction (Jonathan Hemlock  #1) Trevanian Broadway Books,6941
30913,Time to Learn: How to Create High Schools That Serve All Students,George H. Wood/Theodore R. Sizer,3.5,en-US,216,Heinemann Educational Books,Time to Learn: How to Create High Schools That Serve All Students George H. Wood/Theodore R. Sizer Heinemann Educational Books,6942
30923,Scoop (Occupational Hazards  #1),Rene Gutteridge,3.61,eng,352,WaterBrook,Scoop (Occupational Hazards  #1) Rene Gutteridge WaterBrook,6943
30933,Brideshead Revisited,Evelyn Waugh,4,eng,351,Back Bay Books,Brideshead Revisited Evelyn Waugh Back Bay Books,6944
30934,Black Mischief,Evelyn Waugh,3.76,eng,304,Back Bay Books,Black Mischief Evelyn Waugh Back Bay Books,6945
30937,The Complete Stories of Evelyn Waugh,Evelyn Waugh,3.99,eng,640,Back Bay Books,The Complete Stories of Evelyn Waugh Evelyn Waugh Back Bay Books,6946
30938,Helena,Evelyn Waugh/George Weigel/Amy Welborn,3.6,eng,264,Loyola Classics,Helena Evelyn Waugh/George Weigel/Amy Welborn Loyola Classics,6947
30941,Choo Choo (Carry Along Book & Cassette Favorites),Virginia Lee Burton,3.91,eng,48,Houghton Mifflin,Choo Choo (Carry Along Book & Cassette Favorites) Virginia Lee Burton Houghton Mifflin,6948
30948,The Rise of Christianity,Rodney Stark,4.04,eng,272,HarperOne,The Rise of Christianity Rodney Stark HarperOne,6949
30949,The Rise of Christianity : A Sociologist Reconsiders History,Rodney Stark,4.04,en-US,246,Princeton University Press,The Rise of Christianity : A Sociologist Reconsiders History Rodney Stark Princeton University Press,6950
30965,Grand Theft Auto: San Andreas Official Strategy Guide,Rick Barba,4.04,eng,272,BradyGames,Grand Theft Auto: San Andreas Official Strategy Guide Rick Barba BradyGames,6951
30966,Rounding the Mark (Inspector Montalbano  #7),Andrea Camilleri/Stephen Sartarelli,4.07,eng,272,Penguin Books,Rounding the Mark (Inspector Montalbano  #7) Andrea Camilleri/Stephen Sartarelli Penguin Books,6952
30968,Excursion to Tindari (Inspector Montalbano #5),Andrea Camilleri/Stephen Sartarelli,4.03,eng,304,Penguin Books,Excursion to Tindari (Inspector Montalbano #5) Andrea Camilleri/Stephen Sartarelli Penguin Books,6953
30969,Voice of the Violin (Inspector Montalbano  #4),Andrea Camilleri/Stephen Sartarelli,4.03,eng,249,Penguin,Voice of the Violin (Inspector Montalbano  #4) Andrea Camilleri/Stephen Sartarelli Penguin,6954
30971,Andreas Gursky,Andreas Gursky/Peter Galassi,4.22,eng,196,Museum of Modern Art,Andreas Gursky Andreas Gursky/Peter Galassi Museum of Modern Art,6955
30976,Moon of the Spider (Diablo  #4),Richard A. Knaak,3.95,en-US,336,Pocket Star,Moon of the Spider (Diablo  #4) Richard A. Knaak Pocket Star,6956
30977,The Black Road (Diablo #2),Mel Odom,3.67,eng,360,Star Trek,The Black Road (Diablo #2) Mel Odom Star Trek,6957
30978,Legacy of Blood (Diablo  #1),Richard A. Knaak,3.77,eng,355,Pocket Books,Legacy of Blood (Diablo  #1) Richard A. Knaak Pocket Books,6958
30981,The Kingdom of Shadow (Diablo  #3),Richard A. Knaak,3.93,eng,339,Pocket Books/Star Trek,The Kingdom of Shadow (Diablo  #3) Richard A. Knaak Pocket Books/Star Trek,6959
30982,Scales of the Serpent (Diablo: The Sin War  #2),Richard A. Knaak,3.86,eng,327,Pocket Star,Scales of the Serpent (Diablo: The Sin War  #2) Richard A. Knaak Pocket Star,6960
31030,Diabolo: Volume 1,Kei Kusunoki/Kaoru Ohashi,3.46,en-US,199,TokyoPop,Diabolo: Volume 1 Kei Kusunoki/Kaoru Ohashi TokyoPop,6961
31031,Japan (Lonely Planet Guide),Chris Rowthorn/Ray Bartlett/Justin Ellis,4.05,eng,812,Lonely Planet,Japan (Lonely Planet Guide) Chris Rowthorn/Ray Bartlett/Justin Ellis Lonely Planet,6962
31034,Pink Box: Inside Japan's Sex Clubs,Joan Sinclair/James Farrer,4.11,eng,192,Harry N. Abrams,Pink Box: Inside Japan's Sex Clubs Joan Sinclair/James Farrer Harry N. Abrams,6963
31040,Japan at War:  An Oral History,Haruko Taya Cook/Theodore F. Cook,4.34,eng,493,New Press (NY),Japan at War:  An Oral History Haruko Taya Cook/Theodore F. Cook New Press (NY),6964
31049,Sister Bernadette's Barking Dog: The Quirky History and Lost Art of Diagramming Sentences,Kitty Burns Florey,3.59,eng,154,Melville House Publishing,Sister Bernadette's Barking Dog: The Quirky History and Lost Art of Diagramming Sentences Kitty Burns Florey Melville House Publishing,6965
31050,A Three Dog Life,Abigail Thomas,3.74,en-US,182,Houghton Mifflin Harcourt,A Three Dog Life Abigail Thomas Houghton Mifflin Harcourt,6966
31054,For the Love of a Dog: Understanding Emotion in You and Your Best Friend,Patricia B. McConnell,4.33,en-US,382,Ballantine Books,For the Love of a Dog: Understanding Emotion in You and Your Best Friend Patricia B. McConnell Ballantine Books,6967
31067,Malcolm X Speaks: Selected Speeches and Statements,Malcolm X/George Breitman,4.46,en-US,240,Grove Weidenfeld,Malcolm X Speaks: Selected Speeches and Statements Malcolm X/George Breitman Grove Weidenfeld,6968
31071,Martin and Malcolm and America: A Dream or a Nightmare?,James H. Cone,4.37,en-US,358,Orbis Books,Martin and Malcolm and America: A Dream or a Nightmare? James H. Cone Orbis Books,6969
31072,Under the Volcano,Malcolm Lowry,3.79,eng,397,Harper Perennial,Under the Volcano Malcolm Lowry Harper Perennial,6970
31076,The New Knighthood: A History of the Order of the Temple,Malcolm Barber,3.84,eng,441,Cambridge University Press,The New Knighthood: A History of the Order of the Temple Malcolm Barber Cambridge University Press,6971
31080,Malcolm X: A Graphic Biography,Andrew Helfer/Randy DuBurke,3.66,eng,112,Hill and Wang,Malcolm X: A Graphic Biography Andrew Helfer/Randy DuBurke Hill and Wang,6972
31082,Who Are You?: 101 Ways of Seeing Yourself,Malcolm Godwin,3.48,eng,224,Penguin Books,Who Are You?: 101 Ways of Seeing Yourself Malcolm Godwin Penguin Books,6973
31083,Bosnia: A Short History,Noel Malcolm,4.07,eng,384,Pan MacMillan,Bosnia: A Short History Noel Malcolm Pan MacMillan,6974
31084,The Other Boleyn Girl,Philippa Gregory,4.06,eng,664,Atria Books,The Other Boleyn Girl Philippa Gregory Atria Books,6975
31087,The Last Boleyn,Karen Harper,4.05,eng,592,Broadway Books,The Last Boleyn Karen Harper Broadway Books,6976
31088,The Rise and Fall of Anne Boleyn,Retha M. Warnicke,3.96,eng,338,Cambridge University Press,The Rise and Fall of Anne Boleyn Retha M. Warnicke Cambridge University Press,6977
31089,The Secret Diary of Anne Boleyn,Robin Maxwell,3.8,eng,281,Atria Books,The Secret Diary of Anne Boleyn Robin Maxwell Atria Books,6978
31093,Lila: An Inquiry Into Morals (Phaedrus  #2),Robert M. Pirsig,3.78,eng,480,Bantam,Lila: An Inquiry Into Morals (Phaedrus  #2) Robert M. Pirsig Bantam,6979
31098,Swapping Lives,Jane Green,3.58,eng,410,Viking Adult,Swapping Lives Jane Green Viking Adult,6980
31099,Babyville,Jane Green,3.62,en-US,464,Broadway Books,Babyville Jane Green Broadway Books,6981
31100,To Have and to Hold,Jane Green,3.63,eng,352,Broadway Books,To Have and to Hold Jane Green Broadway Books,6982
31101,Mr. Maybe,Jane Green,3.45,eng,368,Broadway Books,Mr. Maybe Jane Green Broadway Books,6983
31103,Spellbound,Jane Green,3.63,en-US,439,Penguin Books Ltd,Spellbound Jane Green Penguin Books Ltd,6984
31105,This Christmas,Jane Green/Jennifer Coburn/Liz Ireland,3.19,eng,480,Zebra,This Christmas Jane Green/Jennifer Coburn/Liz Ireland Zebra,6985
31114,Homelands: Women’s Journeys Across Race  Place  and Time,Patricia Justine Tumang/Edwidge Danticat/Jenesha de Rivera,4.43,eng,343,Seal Press,Homelands: Women’s Journeys Across Race  Place  and Time Patricia Justine Tumang/Edwidge Danticat/Jenesha de Rivera Seal Press,6986
31115,The Farming of Bones,Edwidge Danticat,4.07,eng,312,Penguin Books,The Farming of Bones Edwidge Danticat Penguin Books,6987
31116,The Dew Breaker,Edwidge Danticat,3.8,eng,244,Vintage,The Dew Breaker Edwidge Danticat Vintage,6988
31122,I Capture the Castle,Dodie Smith,4,eng,343,Wyatt Book,I Capture the Castle Dodie Smith Wyatt Book,6989
31134,Conversations with Ernest Hemingway (Literary Conversations),Ernest Hemingway/Matthew J. Bruccoli,4.15,eng,204,University Press of Mississippi,Conversations with Ernest Hemingway (Literary Conversations) Ernest Hemingway/Matthew J. Bruccoli University Press of Mississippi,6990
31153,The Rapture: Who Will Face the Tribulation,Tim LaHaye,3.5,eng,256,Harvest House Publishers,The Rapture: Who Will Face the Tribulation Tim LaHaye Harvest House Publishers,6991
31154,The Regime: Evil Advances  (Before They Were Left Behind  #2),Tim LaHaye/Jerry B. Jenkins,4.11,en-US,391,Tyndale House Publishers,The Regime: Evil Advances  (Before They Were Left Behind  #2) Tim LaHaye/Jerry B. Jenkins Tyndale House Publishers,6992
31157,The Rising: Antichrist is Born  (Before They Were Left Behind  #1),Tim LaHaye/Jerry B. Jenkins,4.2,eng,400,Tyndale House Publishers,The Rising: Antichrist is Born  (Before They Were Left Behind  #1) Tim LaHaye/Jerry B. Jenkins Tyndale House Publishers,6993
